Date,Time ,X,Y,Z
2023-02-25 18:36:27.690,"Time: 71 ms, ",17.07,-99.29,-11.1
2023-02-25 18:36:27.761,"Time: 70 ms, ",15.99,-99.71,-9.25
2023-02-25 18:36:27.832,"Time: 71 ms, ",14.82,-97.88,-21.35
2023-02-25 18:36:27.902,"Time: 71 ms, ",16.16,-102.21,-13.2
2023-02-25 18:36:27.973,"Time: 71 ms, ",18.38,-94.36,-10.89
2023-02-25 18:36:28.043,"Time: 70 ms, ",14.31,-102.15,-18.21
2023-02-25 18:36:28.115,"Time: 71 ms, ",14.55,-96.78,-14.21
2023-02-25 18:36:28.185,"Time: 71 ms, ",14.73,-102.19,-14.66
2023-02-25 18:36:28.257,"Time: 71 ms, ",14.05,-98.03,-18.08
2023-02-25 18:36:28.327,"Time: 71 ms, ",19.03,-100.49,-3.93
2023-02-25 18:36:28.397,"Time: 70 ms, ",18.58,-100.37,-15.99
2023-02-25 18:36:28.469,"Time: 71 ms, ",15.22,-97.14,-20.86
2023-02-25 18:36:28.539,"Time: 71 ms, ",18.62,-101.73,-4.65
2023-02-25 18:36:28.610,"Time: 71 ms, ",14.66,-98.68,-21.04
2023-02-25 18:36:28.681,"Time: 70 ms, ",17.44,-99.26,-11.56
2023-02-25 18:36:28.752,"Time: 71 ms, ",15.73,-101.56,-9.18
2023-02-25 18:36:28.822,"Time: 71 ms, ",17.88,-100.79,-25.17
2023-02-25 18:36:28.893,"Time: 71 ms, ",17.86,-100.78,-13
2023-02-25 18:36:28.964,"Time: 71 ms, ",16.2,-99.83,-11.06
2023-02-25 18:36:29.035,"Time: 70 ms, ",14.55,-98.29,-14.93
2023-02-25 18:36:29.105,"Time: 71 ms, ",19.07,-96.59,-15.87
2023-02-25 18:36:29.176,"Time: 71 ms, ",16.35,-101.05,-8.29
2023-02-25 18:36:29.247,"Time: 71 ms, ",14.87,-103.61,-15.58
2023-02-25 18:36:29.318,"Time: 70 ms, ",15.92,-100.45,-20.28
2023-02-25 18:36:29.388,"Time: 71 ms, ",18.46,-100.92,-12.26
2023-02-25 18:36:29.459,"Time: 71 ms, ",15.64,-99.99,-15.06
2023-02-25 18:36:29.530,"Time: 71 ms, ",15.67,-100.54,-15.34
2023-02-25 18:36:29.601,"Time: 70 ms, ",16.64,-101.99,-12.02
2023-02-25 18:36:29.671,"Time: 71 ms, ",18.03,-96.94,-15.37
2023-02-25 18:36:29.742,"Time: 71 ms, ",14.28,-97.44,-22.9
2023-02-25 18:36:29.813,"Time: 71 ms, ",19.03,-96.53,-6.92
2023-02-25 18:36:29.884,"Time: 70 ms, ",13.33,-101.14,-16.89
2023-02-25 18:36:29.955,"Time: 71 ms, ",17.79,-98.63,-18.7
2023-02-25 18:36:30.025,"Time: 71 ms, ",17.09,-100.98,-15.19
2023-02-25 18:36:30.096,"Time: 71 ms, ",17.97,-103.91,-16.06
2023-02-25 18:36:30.167,"Time: 70 ms, ",18.98,-98.24,-10.82
2023-02-25 18:36:30.238,"Time: 71 ms, ",15.39,-100.61,-21.7
2023-02-25 18:36:30.308,"Time: 71 ms, ",15.48,-100.83,-17.08
