Date,Time ,X,Y,Z
2023-02-25 19:04:29.885,"Time: 71 ms, ",20.76,-99.95,-6.21
2023-02-25 19:04:29.956,"Time: 70 ms, ",18.23,-99.63,-7.84
2023-02-25 19:04:30.026,"Time: 71 ms, ",16.27,-101.33,-14.55
2023-02-25 19:04:30.097,"Time: 71 ms, ",18.88,-98.22,-16.82
2023-02-25 19:04:30.168,"Time: 70 ms, ",17.93,-100.81,-14.92
2023-02-25 19:04:30.238,"Time: 71 ms, ",18.9,-101.62,-8.92
2023-02-25 19:04:30.309,"Time: 71 ms, ",19.25,-96.01,-7.07
2023-02-25 19:04:30.380,"Time: 71 ms, ",18.86,-102.69,-12.68
2023-02-25 19:04:30.451,"Time: 70 ms, ",17.24,-99.43,-20.18
2023-02-25 19:04:30.521,"Time: 71 ms, ",17.91,-104.39,-12.51
2023-02-25 19:04:30.592,"Time: 71 ms, ",19.51,-99.91,-3.75
2023-02-25 19:04:30.663,"Time: 70 ms, ",18.99,-99.21,-16.2
2023-02-25 19:04:30.733,"Time: 71 ms, ",16.96,-98.86,-16.02
2023-02-25 19:04:30.804,"Time: 71 ms, ",20.57,-101.48,-11.1
2023-02-25 19:04:30.875,"Time: 70 ms, ",18.75,-101.68,-7.32
2023-02-25 19:04:30.945,"Time: 71 ms, ",18.38,-100.67,-13.49
2023-02-25 19:04:31.016,"Time: 71 ms, ",17.54,-99.72,-13.44
2023-02-25 19:04:31.087,"Time: 70 ms, ",17.85,-97.34,-11.62
2023-02-25 19:04:31.157,"Time: 71 ms, ",19.51,-96.64,-11.95
2023-02-25 19:04:31.228,"Time: 71 ms, ",18.57,-99.27,-13.04
2023-02-25 19:04:31.299,"Time: 71 ms, ",17.55,-96.48,-11.83
2023-02-25 19:04:31.369,"Time: 70 ms, ",19.12,-98.21,-7.68
2023-02-25 19:04:31.440,"Time: 71 ms, ",20.26,-98.35,-13.21
2023-02-25 19:04:31.511,"Time: 71 ms, ",14.64,-100.84,-14.21
2023-02-25 19:04:31.581,"Time: 70 ms, ",18.53,-99.17,-10.3
2023-02-25 19:04:31.652,"Time: 71 ms, ",18.68,-100.94,-10.23
2023-02-25 19:04:31.723,"Time: 71 ms, ",18.03,-100.21,-14.22
2023-02-25 19:04:31.793,"Time: 70 ms, ",18.76,-100.93,-14.78
2023-02-25 19:04:31.864,"Time: 71 ms, ",17.18,-100.9,-12.04
2023-02-25 19:04:31.935,"Time: 71 ms, ",19.3,-99.57,-12.22
2023-02-25 19:04:32.005,"Time: 70 ms, ",17.83,-99.6,-11.24
2023-02-25 19:04:32.076,"Time: 71 ms, ",18.31,-102.95,-13.21
2023-02-25 19:04:32.147,"Time: 71 ms, ",20.61,-99.45,-10.47
2023-02-25 19:04:32.217,"Time: 70 ms, ",16.5,-104.86,-12.94
2023-02-25 19:04:32.288,"Time: 71 ms, ",16.75,-99.4,-12.22
2023-02-25 19:04:32.359,"Time: 71 ms, ",18.02,-99.39,-11.19
2023-02-25 19:04:32.429,"Time: 70 ms, ",18.88,-99.65,-15
2023-02-25 19:04:32.500,"Time: 71 ms, ",17.7,-100.65,-11.57
2023-02-25 19:04:32.571,"Time: 71 ms, ",15.36,-104.35,-8.54
2023-02-25 19:04:32.641,"Time: 70 ms, ",17.21,-100.55,-10.84
2023-02-25 19:04:32.712,"Time: 71 ms, ",16.69,-99.11,-12.27
2023-02-25 19:04:32.783,"Time: 71 ms, ",18.25,-100.38,-15.45
2023-02-25 19:04:32.854,"Time: 70 ms, ",19.47,-99.88,-13.48
2023-02-25 19:04:32.924,"Time: 71 ms, ",19.95,-97.16,-10.79
2023-02-25 19:04:32.995,"Time: 71 ms, ",16,-104.8,-11.5
2023-02-25 19:04:33.066,"Time: 71 ms, ",18.02,-103.12,-15.34
2023-02-25 19:04:33.136,"Time: 70 ms, ",16.63,-101.88,-15.15
2023-02-25 19:04:33.207,"Time: 71 ms, ",18.44,-100.6,-8.95
2023-02-25 19:04:33.278,"Time: 71 ms, ",17.32,-101.6,-8.3
2023-02-25 19:04:33.348,"Time: 70 ms, ",17.24,-99.48,-14.9
2023-02-25 19:04:33.419,"Time: 71 ms, ",17.44,-98.61,-12.27
2023-02-25 19:04:33.490,"Time: 71 ms, ",19.03,-101.67,-10.31
2023-02-25 19:04:33.560,"Time: 70 ms, ",17.79,-98.62,-12.73
2023-02-25 19:04:33.631,"Time: 71 ms, ",17.94,-98.96,-12.5
2023-02-25 19:04:33.701,"Time: 71 ms, ",18.53,-102,-10.86
2023-02-25 19:04:33.772,"Time: 70 ms, ",17.65,-101.39,-12.18
2023-02-25 19:04:33.843,"Time: 71 ms, ",19.34,-100.29,-13.78
2023-02-25 19:04:33.914,"Time: 71 ms, ",17.54,-102.15,-11.02
2023-02-25 19:04:33.984,"Time: 70 ms, ",19.04,-98.61,-11.41
2023-02-25 19:04:34.055,"Time: 71 ms, ",18.88,-102.11,-13.56
2023-02-25 19:04:34.126,"Time: 71 ms, ",18.15,-98.41,-13.75
2023-02-25 19:04:34.196,"Time: 70 ms, ",19.7,-98.24,-10.35
2023-02-25 19:04:34.267,"Time: 71 ms, ",18.87,-99.29,-9.56
2023-02-25 19:04:34.338,"Time: 71 ms, ",19.26,-100.66,-13.49
2023-02-25 19:04:34.408,"Time: 70 ms, ",18.73,-96.11,-11.19
2023-02-25 19:04:34.479,"Time: 71 ms, ",17.14,-101.87,-12.67
2023-02-25 19:04:34.550,"Time: 71 ms, ",16.3,-98.5,-16.11
2023-02-25 19:04:34.621,"Time: 71 ms, ",19.43,-97.85,-11.06
2023-02-25 19:04:34.691,"Time: 70 ms, ",18.27,-100.42,-8.9
2023-02-25 19:04:34.762,"Time: 71 ms, ",19.3,-99.8,-8.86
2023-02-25 19:04:34.833,"Time: 71 ms, ",15.93,-101.62,-15.54
2023-02-25 19:04:34.903,"Time: 70 ms, ",18.21,-97.83,-16.87
2023-02-25 19:04:34.974,"Time: 71 ms, ",17.03,-102.05,-7.5
2023-02-25 19:04:35.044,"Time: 71 ms, ",20.32,-94.86,-6.82
2023-02-25 19:04:35.115,"Time: 70 ms, ",19.73,-97.77,-13.53
2023-02-25 19:04:35.186,"Time: 71 ms, ",15.73,-102.66,-13.42
2023-02-25 19:04:35.256,"Time: 71 ms, ",20.19,-93.91,-16.36
2023-02-25 19:04:35.327,"Time: 70 ms, ",15.94,-102.7,-7.8
2023-02-25 19:04:35.398,"Time: 71 ms, ",19.01,-97.49,-6.32
2023-02-25 19:04:35.468,"Time: 71 ms, ",20.72,-98.82,-10.88
2023-02-25 19:04:35.539,"Time: 70 ms, ",19.92,-96.3,-16.5
2023-02-25 19:04:35.610,"Time: 71 ms, ",16.74,-101.78,-12.98
2023-02-25 19:04:35.680,"Time: 71 ms, ",16.74,-99.79,-15.17
2023-02-25 19:04:35.751,"Time: 70 ms, ",16.48,-101.01,-19.75
2023-02-25 19:04:35.822,"Time: 71 ms, ",18.08,-98.73,-17.33
2023-02-25 19:04:35.892,"Time: 71 ms, ",16.78,-101.65,-12.88
2023-02-25 19:04:35.963,"Time: 70 ms, ",18.69,-103.17,-7.04
2023-02-25 19:04:36.034,"Time: 71 ms, ",19.25,-100.2,-5.41
2023-02-25 19:04:36.104,"Time: 71 ms, ",16.56,-100.68,-13.44
2023-02-25 19:04:36.175,"Time: 70 ms, ",16.74,-104.58,-17.63
2023-02-25 19:04:36.246,"Time: 71 ms, ",18.76,-98.75,-17.48
2023-02-25 19:04:36.316,"Time: 71 ms, ",16.77,-99.04,-14.43
2023-02-25 19:04:36.387,"Time: 70 ms, ",17.52,-98.08,-10.49
2023-02-25 19:04:36.458,"Time: 71 ms, ",19.63,-99.07,-11.91
2023-02-25 19:04:36.528,"Time: 71 ms, ",20,-100.7,-10.39
2023-02-25 19:04:36.599,"Time: 70 ms, ",16.92,-99.66,-14.73
2023-02-25 19:04:36.670,"Time: 71 ms, ",17.47,-101.26,-11.16
2023-02-25 19:04:36.740,"Time: 71 ms, ",16.7,-99.74,-17.29
2023-02-25 19:04:36.811,"Time: 70 ms, ",19.57,-96.59,-8.48
2023-02-25 19:04:36.882,"Time: 71 ms, ",20.84,-98.71,-15.93
2023-02-25 19:04:36.953,"Time: 71 ms, ",18.02,-101.17,-9.51
2023-02-25 19:04:37.023,"Time: 71 ms, ",18.07,-96.41,-10.36
2023-02-25 19:04:37.094,"Time: 70 ms, ",17.76,-100.23,-14.42
2023-02-25 19:04:37.165,"Time: 71 ms, ",16.5,-101.97,-14.04
2023-02-25 19:04:37.235,"Time: 71 ms, ",18.09,-101.32,-9.92
2023-02-25 19:04:37.306,"Time: 70 ms, ",16.37,-102.4,-11.4
2023-02-25 19:04:37.377,"Time: 71 ms, ",17.1,-102.29,-15
2023-02-25 19:04:37.447,"Time: 71 ms, ",17.82,-104.61,-12.99
2023-02-25 19:04:37.518,"Time: 70 ms, ",16.19,-98,-14.16
2023-02-25 19:04:37.589,"Time: 71 ms, ",16.96,-98.36,-14.53
2023-02-25 19:04:37.660,"Time: 71 ms, ",19.65,-98.18,-10.01
2023-02-25 19:04:37.730,"Time: 71 ms, ",20.15,-97.67,-8.34
2023-02-25 19:04:37.801,"Time: 70 ms, ",16.83,-101.22,-14.2
2023-02-25 19:04:37.872,"Time: 71 ms, ",17.05,-104.15,-13.95
2023-02-25 19:04:37.942,"Time: 71 ms, ",19.25,-101.84,-9.48
2023-02-25 19:04:38.013,"Time: 70 ms, ",20.21,-98.55,-15.17
2023-02-25 19:04:38.084,"Time: 71 ms, ",18.95,-100.06,-13.81
2023-02-25 19:04:38.154,"Time: 71 ms, ",16.06,-101.25,-15.78
2023-02-25 19:04:38.225,"Time: 70 ms, ",17.57,-98.89,-14.64
2023-02-25 19:04:38.296,"Time: 71 ms, ",19.13,-98.86,-10.38
2023-02-25 19:04:38.367,"Time: 71 ms, ",18.2,-100.37,-13.22
2023-02-25 19:04:38.437,"Time: 70 ms, ",19.71,-100.68,-11.41
2023-02-25 19:04:38.508,"Time: 71 ms, ",18.1,-99.74,-12.28
2023-02-25 19:04:38.579,"Time: 71 ms, ",16.24,-103.87,-16.3
2023-02-25 19:04:38.649,"Time: 71 ms, ",17.3,-101.45,-8.34
2023-02-25 19:04:38.720,"Time: 70 ms, ",19.14,-95.96,-11.9
2023-02-25 19:04:38.790,"Time: 71 ms, ",14.66,-102.4,-13.37
2023-02-25 19:04:38.861,"Time: 71 ms, ",19.1,-98.18,-15.73
2023-02-25 19:04:38.932,"Time: 70 ms, ",18.19,-94.74,-13.21
2023-02-25 19:04:39.003,"Time: 71 ms, ",22.09,-95.42,-8.64
2023-02-25 19:04:39.073,"Time: 71 ms, ",15.88,-99.61,-10.17
2023-02-25 19:04:39.144,"Time: 70 ms, ",16.33,-100.31,-13.4
2023-02-25 19:04:39.215,"Time: 71 ms, ",19.48,-97.97,-13.62
2023-02-25 19:04:39.285,"Time: 71 ms, ",16.8,-98.1,-8.76
2023-02-25 19:04:39.356,"Time: 70 ms, ",16.21,-103.93,-11.32
2023-02-25 19:04:39.427,"Time: 71 ms, ",16.92,-102.2,-11.1
2023-02-25 19:04:39.497,"Time: 71 ms, ",18.54,-96.83,-9.85
2023-02-25 19:04:39.568,"Time: 70 ms, ",17.92,-102.17,-13.33
2023-02-25 19:04:39.639,"Time: 71 ms, ",17.79,-101.89,-13.92
2023-02-25 19:04:39.709,"Time: 71 ms, ",16.8,-101.83,-10.58
2023-02-25 19:04:39.780,"Time: 71 ms, ",19.21,-99.32,-14
2023-02-25 19:04:39.851,"Time: 70 ms, ",19.24,-99.98,-9.69
2023-02-25 19:04:39.921,"Time: 71 ms, ",17.15,-98.66,-12.21
2023-02-25 19:04:39.992,"Time: 71 ms, ",18.37,-99.73,-12.41
2023-02-25 19:04:40.063,"Time: 70 ms, ",18.65,-96.34,-11.47
2023-02-25 19:04:40.133,"Time: 71 ms, ",18.49,-97.84,-13.13
2023-02-25 19:04:40.204,"Time: 71 ms, ",20.01,-103.76,-13.73
2023-02-25 19:04:40.275,"Time: 70 ms, ",16.76,-101.39,-8.84
2023-02-25 19:04:40.346,"Time: 71 ms, ",16.63,-101.84,-11.87
2023-02-25 19:04:40.416,"Time: 71 ms, ",19.74,-100.57,-13.72
2023-02-25 19:04:40.487,"Time: 70 ms, ",16.98,-102.89,-13.73
2023-02-25 19:04:40.558,"Time: 71 ms, ",18.58,-97.5,-11.91
2023-02-25 19:04:40.628,"Time: 71 ms, ",17.94,-96.22,-14.7
2023-02-25 19:04:40.699,"Time: 70 ms, ",18.24,-100,-11.72
2023-02-25 19:04:40.770,"Time: 71 ms, ",18.93,-99.78,-8.92
2023-02-25 19:04:40.841,"Time: 71 ms, ",16.8,-102.28,-11.38
2023-02-25 19:04:40.911,"Time: 70 ms, ",18.99,-99.16,-15.05
2023-02-25 19:04:40.982,"Time: 71 ms, ",17.46,-102.34,-11.94
2023-02-25 19:04:41.052,"Time: 71 ms, ",18.03,-99.79,-9.67
2023-02-25 19:04:41.123,"Time: 70 ms, ",15.92,-100.27,-11.91
2023-02-25 19:04:41.194,"Time: 71 ms, ",18.76,-94.27,-10.56
2023-02-25 19:04:41.264,"Time: 71 ms, ",17.54,-104.31,-10.13
2023-02-25 19:04:41.335,"Time: 71 ms, ",18.16,-101.51,-14.03
2023-02-25 19:04:41.406,"Time: 70 ms, ",19.42,-99.06,-14.65
2023-02-25 19:04:41.476,"Time: 71 ms, ",17,-98.57,-12.21
2023-02-25 19:04:41.547,"Time: 71 ms, ",20.04,-97.69,-10.45
2023-02-25 19:04:41.618,"Time: 70 ms, ",17.09,-99.6,-8.86
2023-02-25 19:04:41.688,"Time: 71 ms, ",17.87,-101.43,-12.99
2023-02-25 19:04:41.759,"Time: 71 ms, ",19.18,-99.91,-10.16
2023-02-25 19:04:41.830,"Time: 70 ms, ",16.94,-103.3,-10.82
2023-02-25 19:04:41.900,"Time: 71 ms, ",17.57,-97.34,-11.3
2023-02-25 19:04:41.971,"Time: 71 ms, ",19.04,-101.65,-10.79
2023-02-25 19:04:42.042,"Time: 70 ms, ",19.01,-102.6,-12.61
2023-02-25 19:04:42.112,"Time: 71 ms, ",19.37,-102.98,-13.12
2023-02-25 19:04:42.183,"Time: 71 ms, ",18.2,-99.39,-11.96
2023-02-25 19:04:42.254,"Time: 70 ms, ",17.19,-104.04,-14.32
2023-02-25 19:04:42.324,"Time: 71 ms, ",19.01,-100.21,-10.86
2023-02-25 19:04:42.395,"Time: 71 ms, ",16.74,-99.16,-8.91
2023-02-25 19:04:42.466,"Time: 70 ms, ",15.73,-96.01,-12.33
2023-02-25 19:04:42.536,"Time: 71 ms, ",17.32,-100.12,-11.18
2023-02-25 19:04:42.607,"Time: 71 ms, ",17.35,-102.97,-14.9
2023-02-25 19:04:42.678,"Time: 70 ms, ",16.75,-98.96,-10.22
2023-02-25 19:04:42.748,"Time: 71 ms, ",18.79,-102.01,-10.49
2023-02-25 19:04:42.819,"Time: 71 ms, ",19.12,-95.23,-12.33
2023-02-25 19:04:42.890,"Time: 70 ms, ",17.96,-101.43,-14.4
2023-02-25 19:04:42.960,"Time: 71 ms, ",19.78,-98.66,-12.41
2023-02-25 19:04:43.031,"Time: 71 ms, ",18.08,-97.39,-12.32
2023-02-25 19:04:43.102,"Time: 70 ms, ",18.64,-98.33,-8.48
2023-02-25 19:04:43.172,"Time: 71 ms, ",18.37,-98.49,-11.9
2023-02-25 19:04:43.243,"Time: 71 ms, ",17.61,-99.65,-10.24
2023-02-25 19:04:43.314,"Time: 70 ms, ",16.21,-98.18,-8.75
2023-02-25 19:04:43.384,"Time: 71 ms, ",17.7,-99.84,-13.44
2023-02-25 19:04:43.455,"Time: 71 ms, ",19.38,-99.17,-8.84
2023-02-25 19:04:43.526,"Time: 70 ms, ",17.47,-103.02,-12.02
2023-02-25 19:04:43.596,"Time: 71 ms, ",17.21,-100.51,-12.78
2023-02-25 19:04:43.667,"Time: 71 ms, ",16.94,-104.33,-11.83
2023-02-25 19:04:43.738,"Time: 70 ms, ",16.87,-97.95,-10.44
2023-02-25 19:04:43.808,"Time: 71 ms, ",20.28,-99.95,-10.02
2023-02-25 19:04:43.879,"Time: 71 ms, ",19.54,-101.25,-11.67
2023-02-25 19:04:43.950,"Time: 70 ms, ",16.98,-102.7,-12.93
2023-02-25 19:04:44.020,"Time: 71 ms, ",16.69,-102.03,-12.61
2023-02-25 19:04:44.091,"Time: 71 ms, ",18.74,-99.76,-10.95
2023-02-25 19:04:44.162,"Time: 71 ms, ",19.01,-100.67,-10.41
2023-02-25 19:04:44.233,"Time: 70 ms, ",16.81,-98.39,-12.45
2023-02-25 19:04:44.303,"Time: 71 ms, ",19.56,-100.72,-15.89
2023-02-25 19:04:44.374,"Time: 71 ms, ",17.25,-95.75,-11.74
2023-02-25 19:04:44.445,"Time: 70 ms, ",18.79,-102.26,-11.67
2023-02-25 19:04:44.515,"Time: 71 ms, ",16.25,-100.35,-6.8
2023-02-25 19:04:44.586,"Time: 71 ms, ",21.14,-95.76,-12.49
2023-02-25 19:04:44.656,"Time: 70 ms, ",17.27,-104.1,-16.83
2023-02-25 19:04:44.727,"Time: 71 ms, ",16.58,-101.39,-10
2023-02-25 19:04:44.798,"Time: 71 ms, ",17.7,-97.11,-12.41
2023-02-25 19:04:44.869,"Time: 70 ms, ",16.65,-100.54,-15.94
2023-02-25 19:04:44.939,"Time: 71 ms, ",16.98,-98.9,-10.72
2023-02-25 19:04:45.010,"Time: 71 ms, ",17.1,-102.82,-12.85
2023-02-25 19:04:45.081,"Time: 70 ms, ",19.35,-97.61,-15.5
2023-02-25 19:04:45.151,"Time: 71 ms, ",16.89,-100.33,-6.88
2023-02-25 19:04:45.222,"Time: 71 ms, ",13.98,-104.86,-6.54
2023-02-25 19:04:45.293,"Time: 71 ms, ",18.7,-101.65,-13.57
2023-02-25 19:04:45.363,"Time: 70 ms, ",17.43,-97.61,-12.56
2023-02-25 19:04:45.434,"Time: 71 ms, ",16.17,-100.77,-15.94
2023-02-25 19:04:45.505,"Time: 71 ms, ",18.29,-99.71,-12.92
2023-02-25 19:04:45.575,"Time: 70 ms, ",18.69,-102.14,-9.8
2023-02-25 19:04:45.646,"Time: 71 ms, ",20.35,-98.9,-9.94
2023-02-25 19:04:45.717,"Time: 71 ms, ",15.28,-103.92,-13.64
2023-02-25 19:04:45.787,"Time: 70 ms, ",18.14,-96.39,-11.77
2023-02-25 19:04:45.858,"Time: 71 ms, ",18.51,-98.63,-12.68
2023-02-25 19:04:45.929,"Time: 71 ms, ",15.36,-100.56,-16.89
2023-02-25 19:04:46.000,"Time: 70 ms, ",16.69,-96.97,-13.7
2023-02-25 19:04:46.070,"Time: 71 ms, ",20.1,-100.23,-9.5
2023-02-25 19:04:46.141,"Time: 71 ms, ",17.58,-99.71,-6.35
2023-02-25 19:04:46.212,"Time: 70 ms, ",18.25,-99.23,-10.02
2023-02-25 19:04:46.282,"Time: 71 ms, ",18.18,-103.05,-9.17
2023-02-25 19:04:46.353,"Time: 71 ms, ",17.97,-97.34,-13.84
2023-02-25 19:04:46.423,"Time: 70 ms, ",16.08,-96.86,-21.02
2023-02-25 19:04:46.494,"Time: 71 ms, ",17.15,-99.68,-17.63
2023-02-25 19:04:46.565,"Time: 71 ms, ",16.32,-100.38,-12.92
2023-02-25 19:04:46.635,"Time: 70 ms, ",18.15,-100.42,-9.35
2023-02-25 19:04:46.706,"Time: 71 ms, ",17.53,-100.84,-10.64
2023-02-25 19:04:46.777,"Time: 70 ms, ",16.85,-99.61,-10.63
2023-02-25 19:04:46.847,"Time: 71 ms, ",17.3,-99.52,-13.66
2023-02-25 19:04:46.918,"Time: 71 ms, ",17.72,-99.84,-12.19
2023-02-25 19:04:46.988,"Time: 70 ms, ",20.42,-98.44,-9.77
2023-02-25 19:04:47.059,"Time: 71 ms, ",17.37,-101.17,-10.47
2023-02-25 19:04:47.130,"Time: 71 ms, ",17.29,-98.66,-13.28
2023-02-25 19:04:47.200,"Time: 70 ms, ",17.58,-102.2,-16.1
2023-02-25 19:04:47.271,"Time: 71 ms, ",18.6,-98.73,-14.07
2023-02-25 19:04:47.342,"Time: 70 ms, ",17.53,-97.53,-10.73
2023-02-25 19:04:47.412,"Time: 71 ms, ",16.89,-100.83,-7.89
2023-02-25 19:04:47.483,"Time: 71 ms, ",17.98,-98.23,-11.29
2023-02-25 19:04:47.553,"Time: 70 ms, ",18.95,-101.23,-14.83
2023-02-25 19:04:47.624,"Time: 71 ms, ",22.64,-87.94,-8.02
2023-02-25 19:04:47.695,"Time: 71 ms, ",18.15,-101.34,-12.88
2023-02-25 19:04:47.765,"Time: 70 ms, ",16.77,-102.1,-12.57
2023-02-25 19:04:47.836,"Time: 71 ms, ",16.97,-99.13,-18.59
2023-02-25 19:04:47.907,"Time: 71 ms, ",14.1,-98.69,-18.79
2023-02-25 19:04:47.977,"Time: 70 ms, ",18.01,-98.9,-19.06
2023-02-25 19:04:48.048,"Time: 71 ms, ",17.82,-99.02,-10.63
2023-02-25 19:04:48.118,"Time: 70 ms, ",18.48,-100.96,-0.42
2023-02-25 19:04:48.189,"Time: 71 ms, ",18.63,-98.27,-11.94
2023-02-25 19:04:48.260,"Time: 71 ms, ",19.1,-98.62,-13.04
2023-02-25 19:04:48.330,"Time: 70 ms, ",19.1,-100.49,-14.86
2023-02-25 19:04:48.401,"Time: 71 ms, ",16.72,-97.31,-13.07
2023-02-25 19:04:48.472,"Time: 71 ms, ",18.15,-100.27,-14.53
2023-02-25 19:04:48.542,"Time: 70 ms, ",17.47,-101.39,-16.41
2023-02-25 19:04:48.613,"Time: 71 ms, ",18.65,-100.33,-13.39
2023-02-25 19:04:48.684,"Time: 71 ms, ",19.38,-98.65,-4.83
2023-02-25 19:04:48.754,"Time: 70 ms, ",18.13,-99.72,-10.9
2023-02-25 19:04:48.825,"Time: 71 ms, ",16.11,-100,-13.94
2023-02-25 19:04:48.895,"Time: 70 ms, ",16.46,-100.59,-11.66
2023-02-25 19:04:48.966,"Time: 71 ms, ",18.7,-102.06,-9.96
2023-02-25 19:04:49.037,"Time: 71 ms, ",20.43,-101.25,-13.24
2023-02-25 19:04:49.107,"Time: 70 ms, ",18.7,-96.98,-13.39
2023-02-25 19:04:49.178,"Time: 71 ms, ",16.31,-102.05,-10.45
2023-02-25 19:04:49.248,"Time: 70 ms, ",18.29,-102.42,-11.55
2023-02-25 19:04:49.319,"Time: 71 ms, ",20.61,-96.11,-13.81
2023-02-25 19:04:49.389,"Time: 71 ms, ",16.43,-100.05,-12.18
2023-02-25 19:04:49.460,"Time: 70 ms, ",17.03,-99.94,-15.48
2023-02-25 19:04:49.531,"Time: 71 ms, ",19.35,-97.8,-14.15
2023-02-25 19:04:49.601,"Time: 70 ms, ",19.4,-97.19,-12.08
2023-02-25 19:04:49.672,"Time: 71 ms, ",16.87,-101.27,-10.72
2023-02-25 19:04:49.743,"Time: 71 ms, ",19.08,-98.67,-10.57
2023-02-25 19:04:49.813,"Time: 70 ms, ",17.19,-105.29,-12.51
2023-02-25 19:04:49.884,"Time: 71 ms, ",17.18,-99.96,-11.16
2023-02-25 19:04:49.954,"Time: 71 ms, ",16.32,-101.71,-11.83
2023-02-25 19:04:50.025,"Time: 70 ms, ",18.9,-101.78,-16.37
2023-02-25 19:04:50.096,"Time: 71 ms, ",18.16,-98,-19.1
2023-02-25 19:04:50.166,"Time: 70 ms, ",17.09,-101.82,-12.04
2023-02-25 19:04:50.237,"Time: 71 ms, ",18.43,-98.5,-5.7
2023-02-25 19:04:50.308,"Time: 71 ms, ",18.26,-100.67,-10.94
2023-02-25 19:04:50.378,"Time: 70 ms, ",18.07,-98.54,-12.74
2023-02-25 19:04:50.449,"Time: 71 ms, ",17.4,-101.23,-10.44
2023-02-25 19:04:50.519,"Time: 71 ms, ",16.72,-102.44,-14.73
2023-02-25 19:04:50.590,"Time: 70 ms, ",18.93,-96.17,-13.23
2023-02-25 19:04:50.660,"Time: 71 ms, ",17.5,-100.92,-12.96
2023-02-25 19:04:50.731,"Time: 70 ms, ",18.27,-100.2,-14.09
2023-02-25 19:04:50.802,"Time: 71 ms, ",15.54,-99.16,-10.85
2023-02-25 19:04:50.872,"Time: 71 ms, ",19.01,-100.54,-12.57
2023-02-25 19:04:50.943,"Time: 70 ms, ",18.3,-100.79,-8.95
2023-02-25 19:04:51.014,"Time: 71 ms, ",18.52,-100.6,-10.47
2023-02-25 19:04:51.084,"Time: 71 ms, ",17.69,-104.02,-15.19
2023-02-25 19:04:51.155,"Time: 70 ms, ",18.55,-100.49,-15.04
2023-02-25 19:04:51.226,"Time: 71 ms, ",17.33,-100.96,-9.11
2023-02-25 19:04:51.296,"Time: 70 ms, ",16.82,-102.1,-11.44
2023-02-25 19:04:51.367,"Time: 71 ms, ",17.72,-101.71,-12.57
2023-02-25 19:04:51.437,"Time: 71 ms, ",17.97,-99.9,-14.95
2023-02-25 19:04:51.508,"Time: 70 ms, ",19.01,-99.41,-15.56
2023-02-25 19:04:51.579,"Time: 71 ms, ",17.93,-98.02,-10.11
2023-02-25 19:04:51.649,"Time: 70 ms, ",17.32,-102.78,-10.21
2023-02-25 19:04:51.720,"Time: 71 ms, ",21.44,-95.79,-13.01
2023-02-25 19:04:51.791,"Time: 71 ms, ",17.6,-103.2,-13.27
2023-02-25 19:04:51.861,"Time: 70 ms, ",17.6,-98.8,-11.34
2023-02-25 19:04:51.932,"Time: 71 ms, ",17.14,-98.65,-9.02
2023-02-25 19:04:52.002,"Time: 71 ms, ",18.12,-99.56,-14.32
2023-02-25 19:04:52.073,"Time: 70 ms, ",17.98,-97.25,-14.34
2023-02-25 19:04:52.144,"Time: 71 ms, ",18.75,-101.72,-14.65
2023-02-25 19:04:52.214,"Time: 70 ms, ",17.26,-102.25,-11.85
2023-02-25 19:04:52.285,"Time: 71 ms, ",19.64,-97.89,-11.98
2023-02-25 19:04:52.355,"Time: 71 ms, ",18.76,-101.66,-11.12
2023-02-25 19:04:52.426,"Time: 70 ms, ",17.46,-101.27,-13.87
2023-02-25 19:04:52.497,"Time: 71 ms, ",17.92,-99.06,-12.87
2023-02-25 19:04:52.567,"Time: 71 ms, ",17.18,-101.17,-6.63
2023-02-25 19:04:52.638,"Time: 70 ms, ",18.65,-97.74,-13.65
2023-02-25 19:04:52.708,"Time: 71 ms, ",19.46,-99.94,-13.93
2023-02-25 19:04:52.779,"Time: 71 ms, ",18.16,-101.56,-8.65
2023-02-25 19:04:52.850,"Time: 70 ms, ",19.42,-95.87,-9.39
2023-02-25 19:04:52.921,"Time: 71 ms, ",18.69,-100.99,-11.56
2023-02-25 19:04:52.991,"Time: 70 ms, ",19.38,-100.5,-16.3
2023-02-25 19:04:53.062,"Time: 71 ms, ",16.53,-98.74,-14.9
2023-02-25 19:04:53.132,"Time: 71 ms, ",17.83,-100.95,-15.49
2023-02-25 19:04:53.203,"Time: 70 ms, ",17.98,-98.46,-13.07
2023-02-25 19:04:53.274,"Time: 71 ms, ",20.46,-102.54,-9.45
2023-02-25 19:04:53.344,"Time: 71 ms, ",19.47,-103.89,-8.48
2023-02-25 19:04:53.415,"Time: 70 ms, ",16.76,-98.28,-16.06
2023-02-25 19:04:53.485,"Time: 71 ms, ",20.2,-99.23,-16.6
2023-02-25 19:04:53.556,"Time: 70 ms, ",17.33,-99.72,-10.21
2023-02-25 19:04:53.627,"Time: 71 ms, ",20.04,-101.04,-11.6
2023-02-25 19:04:53.697,"Time: 71 ms, ",16,-104.92,-8.97
2023-02-25 19:04:53.768,"Time: 70 ms, ",17.55,-100.9,-10.68
2023-02-25 19:04:53.839,"Time: 71 ms, ",18.02,-99.17,-14.76
2023-02-25 19:04:53.909,"Time: 71 ms, ",17.94,-100.6,-13.5
